job_id,job_title,job_role,resume_id,resume_category,experience_level,similarity_score,rank
2708666636902015,Software Developer,Mobile App Developer,26746496,INFORMATION-TECHNOLOGY,Entry,0.0915,4
2708666636902015,Software Developer,Mobile App Developer,24038620,INFORMATION-TECHNOLOGY,Senior,0.0841,5
2123988226911723,Teacher,Subject Matter Expert,70089206,INFORMATION-TECHNOLOGY,Senior,0.1008,1
2123988226911723,Teacher,Subject Matter Expert,25990239,INFORMATION-TECHNOLOGY,Mid,0.0872,2
2123988226911723,Teacher,Subject Matter Expert,12635195,INFORMATION-TECHNOLOGY,Senior,0.0783,3
2123988226911723,Teacher,Subject Matter Expert,26202430,HR,Senior,0.0767,4
2123988226911723,Teacher,Subject Matter Expert,10840430,INFORMATION-TECHNOLOGY,Senior,0.0727,5
2777066288097173,Procurement Manager,Procurement Analyst,18067556,INFORMATION-TECHNOLOGY,Senior,0.1351,1
2777066288097173,Procurement Manager,Procurement Analyst,52618188,INFORMATION-TECHNOLOGY,Senior,0.0921,2
2777066288097173,Procurement Manager,Procurement Analyst,26975573,ACCOUNTANT,Mid,0.0905,3
2777066288097173,Procurement Manager,Procurement Analyst,12802330,ACCOUNTANT,Senior,0.0896,4
2777066288097173,Procurement Manager,Procurement Analyst,91697974,INFORMATION-TECHNOLOGY,Junior,0.086,5
671002115347865,Software Engineer,Frontend Developer,28762662,ENGINEERING,Senior,0.112,1
671002115347865,Software Engineer,Frontend Developer,11981094,ENGINEERING,Senior,0.0931,2
671002115347865,Software Engineer,Frontend Developer,28505854,ENGINEERING,Senior,0.0875,3
671002115347865,Software Engineer,Frontend Developer,28630325,ENGINEERING,Senior,0.0814,4
671002115347865,Software Engineer,Frontend Developer,64468610,ENGINEERING,Senior,0.0779,5
2263278004953806,Aerospace Engineer,Systems Engineer,61579998,ENGINEERING,Junior,0.2597,1
2263278004953806,Aerospace Engineer,Systems Engineer,43752620,ENGINEERING,Senior,0.2091,2
2263278004953806,Aerospace Engineer,Systems Engineer,14049846,ENGINEERING,Senior,0.1667,3
2263278004953806,Aerospace Engineer,Systems Engineer,15139979,ENGINEERING,Senior,0.1528,4
2263278004953806,Aerospace Engineer,Systems Engineer,12748557,ENGINEERING,Senior,0.1456,5
1084601863692078,UX/UI Designer,Interaction Designer,64017585,INFORMATION-TECHNOLOGY,Senior,0.0922,1
1084601863692078,UX/UI Designer,Interaction Designer,19796840,INFORMATION-TECHNOLOGY,Senior,0.0769,2
1084601863692078,UX/UI Designer,Interaction Designer,11957080,INFORMATION-TECHNOLOGY,Mid,0.0742,3
1084601863692078,UX/UI Designer,Interaction Designer,96029688,ENGINEERING,Senior,0.073,4
1084601863692078,UX/UI Designer,Interaction Designer,24647794,ENGINEERING,Senior,0.0719,5
1307302703019413,Teacher,Subject Matter Expert,70089206,INFORMATION-TECHNOLOGY,Senior,0.1008,1
1307302703019413,Teacher,Subject Matter Expert,25990239,INFORMATION-TECHNOLOGY,Mid,0.0872,2
1307302703019413,Teacher,Subject Matter Expert,12635195,INFORMATION-TECHNOLOGY,Senior,0.0783,3
1307302703019413,Teacher,Subject Matter Expert,26202430,HR,Senior,0.0767,4
1307302703019413,Teacher,Subject Matter Expert,10840430,INFORMATION-TECHNOLOGY,Senior,0.0727,5
2447956780703576,Landscape Architect,Residential Landscape Designer,14554542,ENGINEERING,Mid,0.0705,1
2447956780703576,Landscape Architect,Residential Landscape Designer,26834746,ENGINEERING,Senior,0.0662,2
2447956780703576,Landscape Architect,Residential Landscape Designer,10712803,ENGINEERING,Senior,0.0598,3
2447956780703576,Landscape Architect,Residential Landscape Designer,74236636,ENGINEERING,Senior,0.0494,4
2447956780703576,Landscape Architect,Residential Landscape Designer,60004873,ENGINEERING,Senior,0.0493,5
1076951205411390,UI Developer,Front-End Developer,16186411,INFORMATION-TECHNOLOGY,Entry,0.1772,1
1076951205411390,UI Developer,Front-End Developer,26746496,INFORMATION-TECHNOLOGY,Entry,0.154,2
1076951205411390,UI Developer,Front-End Developer,12763627,INFORMATION-TECHNOLOGY,Senior,0.1413,3
1076951205411390,UI Developer,Front-End Developer,20674668,INFORMATION-TECHNOLOGY,Junior,0.1372,4
1076951205411390,UI Developer,Front-End Developer,83816738,INFORMATION-TECHNOLOGY,Entry,0.1254,5
1143691423003141,Marketing Analyst,Digital Marketing Analyst,30223363,INFORMATION-TECHNOLOGY,Senior,0.2083,1
1143691423003141,Marketing Analyst,Digital Marketing Analyst,64017585,INFORMATION-TECHNOLOGY,Senior,0.0929,2
1143691423003141,Marketing Analyst,Digital Marketing Analyst,18067556,INFORMATION-TECHNOLOGY,Senior,0.0921,3
1143691423003141,Marketing Analyst,Digital Marketing Analyst,39718499,INFORMATION-TECHNOLOGY,Junior,0.0708,4
1143691423003141,Marketing Analyst,Digital Marketing Analyst,13405733,INFORMATION-TECHNOLOGY,Senior,0.0702,5
1035064736030077,Family Lawyer,Child Custody Lawyer,18752129,INFORMATION-TECHNOLOGY,Junior,0.1997,1
1035064736030077,Family Lawyer,Child Custody Lawyer,15821633,ACCOUNTANT,Mid,0.1015,2
1035064736030077,Family Lawyer,Child Custody Lawyer,91697974,INFORMATION-TECHNOLOGY,Junior,0.0784,3
1035064736030077,Family Lawyer,Child Custody Lawyer,12202337,ACCOUNTANT,Senior,0.0621,4
1035064736030077,Family Lawyer,Child Custody Lawyer,23636277,ACCOUNTANT,Senior,0.0599,5
258195336490069,Research Analyst,Data Analyst Researcher,18067556,INFORMATION-TECHNOLOGY,Senior,0.2172,1
258195336490069,Research Analyst,Data Analyst Researcher,10265057,INFORMATION-TECHNOLOGY,Senior,0.2084,2
258195336490069,Research Analyst,Data Analyst Researcher,30223363,INFORMATION-TECHNOLOGY,Senior,0.1357,3
258195336490069,Research Analyst,Data Analyst Researcher,13405733,INFORMATION-TECHNOLOGY,Senior,0.1234,4
258195336490069,Research Analyst,Data Analyst Researcher,89413122,INFORMATION-TECHNOLOGY,Mid,0.1134,5
1855867866297084,Operations Manager,Operations Director,28628090,ENGINEERING,Mid,0.1597,1
1855867866297084,Operations Manager,Operations Director,26834746,ENGINEERING,Senior,0.1584,2
1855867866297084,Operations Manager,Operations Director,49127329,ENGINEERING,Senior,0.1468,3
1855867866297084,Operations Manager,Operations Director,27485716,INFORMATION-TECHNOLOGY,Senior,0.1341,4
1855867866297084,Operations Manager,Operations Director,12802330,ACCOUNTANT,Senior,0.1333,5
942512537339678,Digital Marketing Specialist,Social Media Manager,25676643,HR,Junior,0.1105,1
942512537339678,Digital Marketing Specialist,Social Media Manager,11981094,ENGINEERING,Senior,0.1022,2
942512537339678,Digital Marketing Specialist,Social Media Manager,64468610,ENGINEERING,Senior,0.0991,3
942512537339678,Digital Marketing Specialist,Social Media Manager,28078163,ENGINEERING,Senior,0.0983,4
942512537339678,Digital Marketing Specialist,Social Media Manager,31677347,ENGINEERING,Senior,0.0902,5
2659721591489350,Environmental Consultant,Environmental Impact Analyst,12011623,ENGINEERING,Junior,0.1518,1
2659721591489350,Environmental Consultant,Environmental Impact Analyst,28697203,INFORMATION-TECHNOLOGY,Junior,0.1013,2
2659721591489350,Environmental Consultant,Environmental Impact Analyst,12045067,INFORMATION-TECHNOLOGY,Senior,0.1003,3
2659721591489350,Environmental Consultant,Environmental Impact Analyst,14789139,INFORMATION-TECHNOLOGY,Senior,0.0931,4
2659721591489350,Environmental Consultant,Environmental Impact Analyst,17111768,INFORMATION-TECHNOLOGY,Junior,0.0919,5
25891797987076,Network Engineer,Network Administrator,35389360,ENGINEERING,Entry,0.2352,1
25891797987076,Network Engineer,Network Administrator,22890839,ENGINEERING,Junior,0.1359,2
25891797987076,Network Engineer,Network Administrator,13149176,ENGINEERING,Senior,0.1303,3
25891797987076,Network Engineer,Network Administrator,14206561,ENGINEERING,Senior,0.1138,4
25891797987076,Network Engineer,Network Administrator,47919212,ENGINEERING,Entry,0.1055,5
2970556564161899,UX/UI Designer,Interaction Designer,64017585,INFORMATION-TECHNOLOGY,Senior,0.0922,1
2970556564161899,UX/UI Designer,Interaction Designer,19796840,INFORMATION-TECHNOLOGY,Senior,0.0769,2
2970556564161899,UX/UI Designer,Interaction Designer,11957080,INFORMATION-TECHNOLOGY,Mid,0.0742,3
2970556564161899,UX/UI Designer,Interaction Designer,96029688,ENGINEERING,Senior,0.073,4
2970556564161899,UX/UI Designer,Interaction Designer,24647794,ENGINEERING,Senior,0.0719,5
1785208845004027,SEO Analyst,SEO Content Strategist,10641230,INFORMATION-TECHNOLOGY,Junior,0.0832,1
1785208845004027,SEO Analyst,SEO Content Strategist,20674668,INFORMATION-TECHNOLOGY,Junior,0.0794,2
1785208845004027,SEO Analyst,SEO Content Strategist,28897981,INFORMATION-TECHNOLOGY,Entry,0.0573,3
1785208845004027,SEO Analyst,SEO Content Strategist,37242217,INFORMATION-TECHNOLOGY,Mid,0.0539,4
1785208845004027,SEO Analyst,SEO Content Strategist,22450718,INFORMATION-TECHNOLOGY,Junior,0.0492,5
3093693500308949,Accountant,Tax Accountant,30813919,ACCOUNTANT,Mid,0.4401,1
3093693500308949,Accountant,Tax Accountant,20082776,ACCOUNTANT,Mid,0.4385,2
3093693500308949,Accountant,Tax Accountant,14224370,ACCOUNTANT,Mid,0.4203,3
3093693500308949,Accountant,Tax Accountant,21853199,ACCOUNTANT,Junior,0.3188,4
3093693500308949,Accountant,Tax Accountant,23636277,ACCOUNTANT,Senior,0.3105,5
1473682846074507,Systems Administrator,Database Administrator,29051656,INFORMATION-TECHNOLOGY,Junior,0.4847,1
1473682846074507,Systems Administrator,Database Administrator,18187364,INFORMATION-TECHNOLOGY,Senior,0.4343,2
1473682846074507,Systems Administrator,Database Administrator,25959103,INFORMATION-TECHNOLOGY,Senior,0.2098,3
1473682846074507,Systems Administrator,Database Administrator,16186411,INFORMATION-TECHNOLOGY,Entry,0.2005,4
1473682846074507,Systems Administrator,Database Administrator,26746496,INFORMATION-TECHNOLOGY,Entry,0.1974,5
850466281961648,UX/UI Designer,User Interface Designer,24647794,ENGINEERING,Senior,0.0857,1
850466281961648,UX/UI Designer,User Interface Designer,64017585,INFORMATION-TECHNOLOGY,Senior,0.07,2
850466281961648,UX/UI Designer,User Interface Designer,28126340,INFORMATION-TECHNOLOGY,Mid,0.0651,3
850466281961648,UX/UI Designer,User Interface Designer,28505854,ENGINEERING,Senior,0.0648,4
850466281961648,UX/UI Designer,User Interface Designer,31694970,ENGINEERING,Senior,0.0645,5
2151012181820809,Network Engineer,Wireless Network Engineer,35389360,ENGINEERING,Entry,0.1194,1
2151012181820809,Network Engineer,Wireless Network Engineer,37335325,ENGINEERING,Senior,0.0919,2
2151012181820809,Network Engineer,Wireless Network Engineer,12472574,ENGINEERING,Mid,0.0799,3
2151012181820809,Network Engineer,Wireless Network Engineer,54227873,ENGINEERING,Senior,0.0765,4
2151012181820809,Network Engineer,Wireless Network Engineer,22890839,ENGINEERING,Junior,0.0745,5
156461298593532,Sales Consultant,B2B Sales Consultant,25547145,ACCOUNTANT,Junior,0.1233,1
156461298593532,Sales Consultant,B2B Sales Consultant,23497307,ENGINEERING,Senior,0.1079,2
156461298593532,Sales Consultant,B2B Sales Consultant,43685045,ACCOUNTANT,Senior,0.1012,3
156461298593532,Sales Consultant,B2B Sales Consultant,25935030,ACCOUNTANT,Entry,0.0957,4
156461298593532,Sales Consultant,B2B Sales Consultant,24020470,INFORMATION-TECHNOLOGY,Mid,0.0932,5
2769039173490849,HR Coordinator,Training Coordinator,25824789,HR,Senior,0.3691,1
2769039173490849,HR Coordinator,Training Coordinator,24402267,HR,Junior,0.3323,2
2769039173490849,HR Coordinator,Training Coordinator,19616406,HR,Entry,0.2631,3
2769039173490849,HR Coordinator,Training Coordinator,16877897,HR,Junior,0.2297,4
2769039173490849,HR Coordinator,Training Coordinator,59962788,HR,Entry,0.2227,5
2215924652035085,Landscape Architect,Urban Planner,74236636,ENGINEERING,Senior,0.1325,1
2215924652035085,Landscape Architect,Urban Planner,56691064,ENGINEERING,Junior,0.1203,2
2215924652035085,Landscape Architect,Urban Planner,28923650,ENGINEERING,Senior,0.1128,3
2215924652035085,Landscape Architect,Urban Planner,36149549,ENGINEERING,Senior,0.11,4
2215924652035085,Landscape Architect,Urban Planner,28630325,ENGINEERING,Senior,0.1098,5
503952528980461,Teacher,Subject Matter Expert,70089206,INFORMATION-TECHNOLOGY,Senior,0.1008,1
503952528980461,Teacher,Subject Matter Expert,25990239,INFORMATION-TECHNOLOGY,Mid,0.0872,2
503952528980461,Teacher,Subject Matter Expert,12635195,INFORMATION-TECHNOLOGY,Senior,0.0783,3
503952528980461,Teacher,Subject Matter Expert,26202430,HR,Senior,0.0767,4
503952528980461,Teacher,Subject Matter Expert,10840430,INFORMATION-TECHNOLOGY,Senior,0.0727,5
585349106111752,Finance Manager,Treasury Manager,20253563,ACCOUNTANT,Senior,0.3135,1
585349106111752,Finance Manager,Treasury Manager,36024962,ACCOUNTANT,Senior,0.2491,2
585349106111752,Finance Manager,Treasury Manager,37370455,ACCOUNTANT,Entry,0.2337,3
585349106111752,Finance Manager,Treasury Manager,22465498,ACCOUNTANT,Mid,0.1967,4
585349106111752,Finance Manager,Treasury Manager,50222417,ACCOUNTANT,Junior,0.1938,5
176059489332547,Digital Marketing Specialist,SEO Specialist,10641230,INFORMATION-TECHNOLOGY,Junior,0.0651,1
176059489332547,Digital Marketing Specialist,SEO Specialist,18557164,HR,Senior,0.0441,2
176059489332547,Digital Marketing Specialist,SEO Specialist,28923650,ENGINEERING,Senior,0.0433,3
176059489332547,Digital Marketing Specialist,SEO Specialist,43752620,ENGINEERING,Senior,0.0432,4
176059489332547,Digital Marketing Specialist,SEO Specialist,20674668,INFORMATION-TECHNOLOGY,Junior,0.0415,5
203881013905035,Procurement Manager,Strategic Sourcing Manager,17681064,INFORMATION-TECHNOLOGY,Senior,0.149,1
203881013905035,Procurement Manager,Strategic Sourcing Manager,18067556,INFORMATION-TECHNOLOGY,Senior,0.0998,2
203881013905035,Procurement Manager,Strategic Sourcing Manager,21038022,ENGINEERING,Senior,0.0897,3
203881013905035,Procurement Manager,Strategic Sourcing Manager,26834746,ENGINEERING,Senior,0.0893,4
203881013905035,Procurement Manager,Strategic Sourcing Manager,12022566,ENGINEERING,Senior,0.0892,5
1671162814888231,Legal Assistant,Paralegal,91697974,INFORMATION-TECHNOLOGY,Junior,0.1584,1
1671162814888231,Legal Assistant,Paralegal,37764298,INFORMATION-TECHNOLOGY,Senior,0.1154,2
1671162814888231,Legal Assistant,Paralegal,23408537,HR,Mid,0.0901,3
1671162814888231,Legal Assistant,Paralegal,10399912,HR,Junior,0.0806,4
1671162814888231,Legal Assistant,Paralegal,20001721,INFORMATION-TECHNOLOGY,Senior,0.0781,5
1378394179941568,Nurse Practitioner,Acute Care Nurse Practitioner,17043822,ENGINEERING,Senior,0.124,1
1378394179941568,Nurse Practitioner,Acute Care Nurse Practitioner,16861758,HR,Senior,0.1085,2
1378394179941568,Nurse Practitioner,Acute Care Nurse Practitioner,48037995,INFORMATION-TECHNOLOGY,Mid,0.0871,3
1378394179941568,Nurse Practitioner,Acute Care Nurse Practitioner,16911115,ENGINEERING,Senior,0.0864,4
1378394179941568,Nurse Practitioner,Acute Care Nurse Practitioner,80053367,ACCOUNTANT,Mid,0.0848,5
144695076148838,Art Director,Creative Director,22323967,HR,Senior,0.0976,1
144695076148838,Art Director,Creative Director,28628090,ENGINEERING,Mid,0.0811,2
144695076148838,Art Director,Creative Director,31694970,ENGINEERING,Senior,0.0751,3
144695076148838,Art Director,Creative Director,12518008,ENGINEERING,Junior,0.0703,4
144695076148838,Art Director,Creative Director,28697203,INFORMATION-TECHNOLOGY,Junior,0.0672,5
621133312575535,Account Manager,Sales Account Manager,43685045,ACCOUNTANT,Senior,0.2056,1
621133312575535,Account Manager,Sales Account Manager,23438112,ACCOUNTANT,Mid,0.1534,2
621133312575535,Account Manager,Sales Account Manager,15289348,ACCOUNTANT,Senior,0.1528,3
621133312575535,Account Manager,Sales Account Manager,26065877,ACCOUNTANT,Senior,0.1517,4
621133312575535,Account Manager,Sales Account Manager,12338274,ACCOUNTANT,Senior,0.147,5
529789494342719,Process Engineer,Industrial Engineer,31694970,ENGINEERING,Senior,0.3026,1
529789494342719,Process Engineer,Industrial Engineer,12022566,ENGINEERING,Senior,0.2904,2
529789494342719,Process Engineer,Industrial Engineer,19396040,ENGINEERING,Senior,0.2795,3
529789494342719,Process Engineer,Industrial Engineer,49127329,ENGINEERING,Senior,0.2782,4
529789494342719,Process Engineer,Industrial Engineer,21807224,ENGINEERING,Senior,0.2432,5
2317929894058599,Customer Success Manager,Customer Support Specialist,39855211,ENGINEERING,Senior,0.304,1
2317929894058599,Customer Success Manager,Customer Support Specialist,25905275,INFORMATION-TECHNOLOGY,Mid,0.2855,2
2317929894058599,Customer Success Manager,Customer Support Specialist,24230851,INFORMATION-TECHNOLOGY,Junior,0.2549,3
2317929894058599,Customer Success Manager,Customer Support Specialist,25547145,ACCOUNTANT,Junior,0.2522,4
2317929894058599,Customer Success Manager,Customer Support Specialist,25935030,ACCOUNTANT,Entry,0.242,5
668235243856751,Purchasing Agent,Inventory Manager,27980446,ACCOUNTANT,Senior,0.2392,1
668235243856751,Purchasing Agent,Inventory Manager,19396040,ENGINEERING,Senior,0.1833,2
668235243856751,Purchasing Agent,Inventory Manager,12338274,ACCOUNTANT,Senior,0.178,3
668235243856751,Purchasing Agent,Inventory Manager,21038022,ENGINEERING,Senior,0.1586,4
668235243856751,Purchasing Agent,Inventory Manager,79541391,INFORMATION-TECHNOLOGY,Senior,0.1475,5
1494799512438318,Event Planner,Event Coordinator,25857360,INFORMATION-TECHNOLOGY,Senior,0.1192,1
1494799512438318,Event Planner,Event Coordinator,32985311,ENGINEERING,Senior,0.1065,2
1494799512438318,Event Planner,Event Coordinator,32947778,HR,Senior,0.0932,3
1494799512438318,Event Planner,Event Coordinator,17681064,INFORMATION-TECHNOLOGY,Senior,0.0902,4
1494799512438318,Event Planner,Event Coordinator,14496667,ACCOUNTANT,Senior,0.0884,5
2684607082481710,Data Engineer,Data Architect,12011623,ENGINEERING,Junior,0.1867,1
2684607082481710,Data Engineer,Data Architect,61579998,ENGINEERING,Junior,0.1386,2
2684607082481710,Data Engineer,Data Architect,12472574,ENGINEERING,Mid,0.1201,3
2684607082481710,Data Engineer,Data Architect,32081266,ENGINEERING,Senior,0.1062,4
2684607082481710,Data Engineer,Data Architect,43752620,ENGINEERING,Senior,0.1014,5
2949263892369025,Operations Manager,Supply Chain Manager,12022566,ENGINEERING,Senior,0.2216,1
2949263892369025,Operations Manager,Supply Chain Manager,18067556,INFORMATION-TECHNOLOGY,Senior,0.1782,2
2949263892369025,Operations Manager,Supply Chain Manager,19396040,ENGINEERING,Senior,0.178,3
2949263892369025,Operations Manager,Supply Chain Manager,21038022,ENGINEERING,Senior,0.1552,4
2949263892369025,Operations Manager,Supply Chain Manager,52618188,INFORMATION-TECHNOLOGY,Senior,0.1174,5
2348851095132456,Interior Designer,Residential Interior Designer,10985403,ENGINEERING,Junior,0.0753,1
2348851095132456,Interior Designer,Residential Interior Designer,79541391,INFORMATION-TECHNOLOGY,Senior,0.0743,2
2348851095132456,Interior Designer,Residential Interior Designer,31694970,ENGINEERING,Senior,0.0666,3
2348851095132456,Interior Designer,Residential Interior Designer,86828820,ENGINEERING,Senior,0.0631,4
2348851095132456,Interior Designer,Residential Interior Designer,38314236,ENGINEERING,Mid,0.0527,5
3076417403073707,Architect,Project Architect,28697203,INFORMATION-TECHNOLOGY,Junior,0.1829,1
3076417403073707,Architect,Project Architect,14789139,INFORMATION-TECHNOLOGY,Senior,0.1808,2
3076417403073707,Architect,Project Architect,31111279,INFORMATION-TECHNOLOGY,Senior,0.1756,3
3076417403073707,Architect,Project Architect,13072019,ACCOUNTANT,Senior,0.1738,4
3076417403073707,Architect,Project Architect,23497307,ENGINEERING,Senior,0.155,5
754207805478063,Database Administrator,Database Developer,18187364,INFORMATION-TECHNOLOGY,Senior,0.3271,1
754207805478063,Database Administrator,Database Developer,29051656,INFORMATION-TECHNOLOGY,Junior,0.316,2
754207805478063,Database Administrator,Database Developer,16186411,INFORMATION-TECHNOLOGY,Entry,0.2142,3
754207805478063,Database Administrator,Database Developer,26746496,INFORMATION-TECHNOLOGY,Entry,0.2049,4
754207805478063,Database Administrator,Database Developer,10265057,INFORMATION-TECHNOLOGY,Senior,0.2032,5
1743063608695379,Market Research Analyst,Market Research Coordinator,89413122,INFORMATION-TECHNOLOGY,Mid,0.168,1
1743063608695379,Market Research Analyst,Market Research Coordinator,10265057,INFORMATION-TECHNOLOGY,Senior,0.1599,2
1743063608695379,Market Research Analyst,Market Research Coordinator,14789139,INFORMATION-TECHNOLOGY,Senior,0.1439,3
1743063608695379,Market Research Analyst,Market Research Coordinator,13405733,INFORMATION-TECHNOLOGY,Senior,0.1415,4
1743063608695379,Market Research Analyst,Market Research Coordinator,30223363,INFORMATION-TECHNOLOGY,Senior,0.1408,5
3029249593623321,Account Director,Business Development Director,16237710,ACCOUNTANT,Senior,0.1856,1
3029249593623321,Account Director,Business Development Director,23139819,ACCOUNTANT,Senior,0.1519,2
3029249593623321,Account Director,Business Development Director,25935030,ACCOUNTANT,Entry,0.135,3
3029249593623321,Account Director,Business Development Director,28939941,ACCOUNTANT,Entry,0.133,4
3029249593623321,Account Director,Business Development Director,12802330,ACCOUNTANT,Senior,0.1242,5
1755873600054922,Executive Assistant,Office Manager,18334783,HR,Senior,0.2166,1
1755873600054922,Executive Assistant,Office Manager,28640735,HR,Junior,0.1935,2
1755873600054922,Executive Assistant,Office Manager,25857360,INFORMATION-TECHNOLOGY,Senior,0.1884,3
1755873600054922,Executive Assistant,Office Manager,23438227,ENGINEERING,Senior,0.1782,4
1755873600054922,Executive Assistant,Office Manager,28419173,HR,Senior,0.1687,5
958828421593425,Landscape Architect,Residential Landscape Designer,14554542,ENGINEERING,Mid,0.0705,1
958828421593425,Landscape Architect,Residential Landscape Designer,26834746,ENGINEERING,Senior,0.0662,2
958828421593425,Landscape Architect,Residential Landscape Designer,10712803,ENGINEERING,Senior,0.0598,3
958828421593425,Landscape Architect,Residential Landscape Designer,74236636,ENGINEERING,Senior,0.0494,4
958828421593425,Landscape Architect,Residential Landscape Designer,60004873,ENGINEERING,Senior,0.0493,5
1918769988907049,Supply Chain Manager,Demand Planner,18067556,INFORMATION-TECHNOLOGY,Senior,0.1516,1
1918769988907049,Supply Chain Manager,Demand Planner,19396040,ENGINEERING,Senior,0.1336,2
1918769988907049,Supply Chain Manager,Demand Planner,25547145,ACCOUNTANT,Junior,0.1306,3
1918769988907049,Supply Chain Manager,Demand Planner,27980446,ACCOUNTANT,Senior,0.1281,4
1918769988907049,Supply Chain Manager,Demand Planner,90280583,ENGINEERING,Mid,0.1173,5
2435523778471659,Public Relations Specialist,Crisis Communication Manager,52979663,HR,Entry,0.0672,1
2435523778471659,Public Relations Specialist,Crisis Communication Manager,18827609,HR,Entry,0.0634,2
2435523778471659,Public Relations Specialist,Crisis Communication Manager,10840430,INFORMATION-TECHNOLOGY,Senior,0.0613,3
2435523778471659,Public Relations Specialist,Crisis Communication Manager,23914451,HR,Senior,0.0611,4
2435523778471659,Public Relations Specialist,Crisis Communication Manager,27165830,HR,Senior,0.0586,5
1288798810412579,Social Media Coordinator,Content Creator,11981094,ENGINEERING,Senior,0.1955,1
1288798810412579,Social Media Coordinator,Content Creator,64468610,ENGINEERING,Senior,0.1918,2
1288798810412579,Social Media Coordinator,Content Creator,28078163,ENGINEERING,Senior,0.1902,3
1288798810412579,Social Media Coordinator,Content Creator,31677347,ENGINEERING,Senior,0.188,4
1288798810412579,Social Media Coordinator,Content Creator,28762662,ENGINEERING,Senior,0.1871,5
765795009130708,Sales Representative,Inside Sales Representative,25547145,ACCOUNTANT,Junior,0.2823,1
765795009130708,Sales Representative,Inside Sales Representative,25935030,ACCOUNTANT,Entry,0.2064,2
765795009130708,Sales Representative,Inside Sales Representative,25905275,INFORMATION-TECHNOLOGY,Mid,0.1615,3
765795009130708,Sales Representative,Inside Sales Representative,28808263,HR,Senior,0.1609,4
765795009130708,Sales Representative,Inside Sales Representative,24020470,INFORMATION-TECHNOLOGY,Mid,0.1567,5
3074209475787070,Back-End Developer,Server Developer,10089434,INFORMATION-TECHNOLOGY,Senior,0.1621,1
3074209475787070,Back-End Developer,Server Developer,16186411,INFORMATION-TECHNOLOGY,Entry,0.159,2
3074209475787070,Back-End Developer,Server Developer,18187364,INFORMATION-TECHNOLOGY,Senior,0.1496,3
3074209475787070,Back-End Developer,Server Developer,26746496,INFORMATION-TECHNOLOGY,Entry,0.1496,4
3074209475787070,Back-End Developer,Server Developer,28126340,INFORMATION-TECHNOLOGY,Mid,0.1368,5
328076327421801,Software Engineer,Backend Developer,28505854,ENGINEERING,Senior,0.0994,1
328076327421801,Software Engineer,Backend Developer,11981094,ENGINEERING,Senior,0.0922,2
328076327421801,Software Engineer,Backend Developer,12011623,ENGINEERING,Junior,0.0915,3
328076327421801,Software Engineer,Backend Developer,28762662,ENGINEERING,Senior,0.0878,4
328076327421801,Software Engineer,Backend Developer,35389360,ENGINEERING,Entry,0.0869,5
30796013418888,Architectural Designer,Architectural Drafter,25930778,ENGINEERING,Senior,0.1534,1
30796013418888,Architectural Designer,Architectural Drafter,56691064,ENGINEERING,Junior,0.1368,2
30796013418888,Architectural Designer,Architectural Drafter,86828820,ENGINEERING,Senior,0.1243,3
30796013418888,Architectural Designer,Architectural Drafter,96029688,ENGINEERING,Senior,0.0964,4
30796013418888,Architectural Designer,Architectural Drafter,81125166,ENGINEERING,Senior,0.0958,5
2506653364014367,Social Media Manager,Social Media Analyst,25676643,HR,Junior,0.0914,1
2506653364014367,Social Media Manager,Social Media Analyst,18827609,HR,Entry,0.0792,2
2506653364014367,Social Media Manager,Social Media Analyst,64468610,ENGINEERING,Senior,0.0767,3
2506653364014367,Social Media Manager,Social Media Analyst,28078163,ENGINEERING,Senior,0.0761,4
2506653364014367,Social Media Manager,Social Media Analyst,28762662,ENGINEERING,Senior,0.0724,5
1736499353810377,Brand Ambassador,Brand Promoter,22323967,HR,Senior,0.2434,1
1736499353810377,Brand Ambassador,Brand Promoter,25935030,ACCOUNTANT,Entry,0.1552,2
1736499353810377,Brand Ambassador,Brand Promoter,24020470,INFORMATION-TECHNOLOGY,Mid,0.1361,3
1736499353810377,Brand Ambassador,Brand Promoter,13264796,ENGINEERING,Junior,0.1232,4
1736499353810377,Brand Ambassador,Brand Promoter,25547145,ACCOUNTANT,Junior,0.0982,5
73357222954612,Digital Marketing Specialist,Social Media Manager,25676643,HR,Junior,0.1105,1
73357222954612,Digital Marketing Specialist,Social Media Manager,11981094,ENGINEERING,Senior,0.1022,2
73357222954612,Digital Marketing Specialist,Social Media Manager,64468610,ENGINEERING,Senior,0.0991,3
73357222954612,Digital Marketing Specialist,Social Media Manager,28078163,ENGINEERING,Senior,0.0983,4
73357222954612,Digital Marketing Specialist,Social Media Manager,31677347,ENGINEERING,Senior,0.0902,5
1050849027023478,Financial Advisor,Investment Advisor,12202337,ACCOUNTANT,Senior,0.1856,1
1050849027023478,Financial Advisor,Investment Advisor,12802330,ACCOUNTANT,Senior,0.1301,2
1050849027023478,Financial Advisor,Investment Advisor,78257294,ACCOUNTANT,Senior,0.1192,3
1050849027023478,Financial Advisor,Investment Advisor,50222417,ACCOUNTANT,Junior,0.1112,4
1050849027023478,Financial Advisor,Investment Advisor,15363277,ACCOUNTANT,Junior,0.1055,5
1324390414962807,Sales Associate,Retail Sales Associate,25935030,ACCOUNTANT,Entry,0.3503,1
1324390414962807,Sales Associate,Retail Sales Associate,25547145,ACCOUNTANT,Junior,0.3078,2
